1.1
3.8105e7
1.e-19
1.99e+41

0.00010	72.0273425327	704664.8645058000
0.00086	28.6031760793	27884.6565302800
0.00163	21.7394050357	10832.6038097100
0.00239	18.3765725402	6108.3655323170
0.00316	16.2669195779	4046.3767215120
0.00392	14.7777406731	2933.8715597920
0.00469	13.6504501154	2254.0355619640
0.00545	12.7565723790	1802.9332535360
0.00622	12.0239200422	1485.5309904010
0.00698	11.4083190124	1252.1758048030
0.00775	10.8809814667	1074.6535381920
0.00851	10.4222154368	935.8658595927
0.00928	10.0180223020	824.9082128015
0.01004	9.6581338767	734.5314876988
0.01081	9.3348196518	659.7478492029
0.01157	9.0421303238	597.0242617560
0.01234	8.7754004827	543.7952707958
0.01310	8.5309115150	498.1575821730
0.01387	8.3056569973	458.6724134727
0.01463	8.0971756215	424.2339938322
0.01540	7.9034297800	393.9799161961
0.01616	7.7227157366	367.2286879102
0.01693	7.5535960925	343.4353816185
0.01769	7.3948482778	322.1595905654
0.01846	7.2454247532	303.0419098324
0.01922	7.1044218925	285.7864284655
0.01998	6.9710553907	270.1475265568
0.02075	6.8446406357	255.9198001252
0.02151	6.7245769002	242.9302886608
0.02228	6.6103345015	231.0324185548
0.02304	6.5014442934	220.1012395621
0.02381	6.3974890025	210.0296458040
0.02457	6.2980960387	200.7253536798
0.02534	6.2029314910	192.1084669300
0.02610	6.1116950841	184.1095009985
0.02687	6.0241159189	176.6677695121
0.02763	5.9399488566	169.7300583637
0.02840	5.8589714339	163.2495298041
0.02916	5.7809812195	157.1848116819
0.02993	5.7057935397	151.4992366391
0.03069	5.6332395120	146.1602034646
0.03146	5.5631643404	141.1386385108
0.03222	5.4954258302	136.4085394990
0.03299	5.4298930914	131.9465875011
0.03375	5.3664454014	127.7318155977
0.03452	5.3049712052	123.7453248684
0.03528	5.2453672339	119.9700400736
0.03605	5.1875377250	116.3904987610
0.03681	5.1313937300	112.9926686258
0.03758	5.0768525003	109.7637888424
0.03834	5.0238369382	106.6922318077
0.03910	4.9722751075	103.7673823235
0.03987	4.9220997943	100.9795317258
0.04063	4.8732481133	98.3197848675
0.04140	4.8256611537	95.7799781840
0.04216	4.7792836595	93.3526073466
0.04293	4.7340637415	91.0307632289
0.04369	4.6899526157	88.8080751050
0.04446	4.6469043675	86.6786601505
0.04522	4.6048757364	84.6370784538
0.04599	4.5638259207	82.6782928537
0.04675	4.5237163995	80.7976330163
0.04752	4.4845107702	78.9907632426
0.04828	4.4461746000	77.2536535651
0.04905	4.4086752902	75.5825537537
0.04981	4.3719819512	73.9739698960
0.05058	4.3360652887	72.4246432631
0.05134	4.3008974981	70.9315312062
0.05211	4.2664521683	69.4917898635
0.05287	4.2327041919	68.1027584803
0.05364	4.1996296836	66.7619451724
0.05440	4.1672059041	65.4670139807
0.05517	4.1354111897	64.2157730846
0.05593	4.1042248873	63.0061640542
0.05670	4.0736272943	61.8362520395
0.05746	4.0435996027	60.7042168013
0.05822	4.0141238469	59.6083445026
0.05899	3.9851828558	58.5470201871
0.05975	3.9567602075	57.5187208788
0.06052	3.9288401879	56.5220092437
0.06128	3.9014077512	55.5555277631
0.06205	3.8744484840	54.6179933692
0.06281	3.8479485709	53.7081925033
0.06358	3.8218947629	52.8249765566
0.06434	3.7962743479	51.9672576614
0.06511	3.7710751221	51.1340048011
0.06587	3.7462853650	50.3242402117
0.06664	3.7218938141	49.5370360496
0.06740	3.6978896421	48.7715113038
0.06817	3.6742624358	48.0268289315
0.06893	3.6510021751	47.3021931983
0.06970	3.6280992148	46.5968472077
0.07046	3.6055442657	45.9100706027
0.07123	3.5833283787	45.2411774273
0.07199	3.5614429280	44.5895141341
0.07276	3.5398795967	43.9544577277
0.07352	3.5186303624	43.3354140318
0.07429	3.4976874837	42.7318160725
0.07505	3.4770434878	42.1431225670
0.07582	3.4566911584	41.5688165111
0.07658	3.4366235246	41.0084038577
